*Are you self-employed?*,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",*Do you have previous employers?*,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you *currently* have a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work *when being treated effectively?*","If you have a mental health disorder, how often do you feel that it interferes with your work *when* _*NOT*_* being treated effectively (i.e., when you are experiencing symptoms)?*",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your *mental* health with a potential employer in an interview?,Why or why not?.1,Are you openly identified at work as a person with a mental health issue?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),What is your age?,What is your gender?,What country do you *live* in?,What US state or territory do you *live* in?,What is your race?,What country do you *work* in?,What US state or territory do you *work* in?
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,False,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,7.0,4.0,Yes,Yes,True,Yes,Sometimes,Often,Maybe,8,Maybe,"
",Maybe,"
",False,6,Maybe/Not sure,"Yes, I experienced",2,"
",False,24,woman,United States of America,Georgia,White,United States of America,Georgia
False,500-1000,False,True,I don't know,No,Yes,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,False,Maybe,False,False,6.0,6.0,True,False,I don't know,"No, I only became aware later",None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",False,At some of my previous employers,False,False,3.0,3.0,No,No,False,No,Not applicable to me,Not applicable to me,No,6,No,I would be concerned that would be a check mark in the 'do not hire' column.,No,Not a good first impression. ,False,6,No,Maybe/Not sure,4,"
",False,0,male,United States of America,Nebraska,White,United States of America,Nebraska
False,26-100,True,True,I don't know,No,No,No,I don't know,Very easy,Physical health,Yes,False,Maybe,False,False,7.0,7.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,8.0,6.0,No,No,False,No,Not applicable to me,Not applicable to me,No,7,Maybe,If it wasn't relevant to my ability to do the job I may not mention it.,Maybe,Might not be worth the risk if I felt I could perform the job.,False,5,No,"Yes, I observed",3,Making employees comfortable bringing forward issues and that it won't put their job at risk to seek help.,True,38,Male,United States of America,Nebraska,White,United States of America,Nebraska
False,6-25,True,True,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,False,Maybe,False,False,8.0,5.0,True,False,"No, none did",N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,6.0,0.0,Yes,Yes,True,I don't know,Rarely,Sometimes,No,6,No,Not sure how it would be relevant. ,No,Wouldn’t want to disqualify myself from the position for something I can typically keep under control.,False,4,Maybe/Not sure,Maybe/Not sure,3,Awareness,False,31,Male,United States of America,Nebraska,White,United States of America,Nebraska
False,26-100,True,False,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Mental health,No,False,No,True,False,3.0,1.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Yes,Yes,True,Yes,Rarely,Rarely,No,3,Maybe,"
",No,"
",True,4,"Yes, I experienced","Yes, I experienced",4,"
",False,26,M,United States of America,Alaska,More than one of the above,United States of America,Alaska
False,26-100,True,True,Yes,No,No,No,Yes,Somewhat easy,Physical health,Yes,True,Yes,True,False,5.0,6.0,True,True,Some did,I was aware of some,None did,Some did,Sometimes,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,8.0,5.0,Yes,Yes,True,Yes,Sometimes,Often,Maybe,7,No,"
",No,"
",False,7,Maybe/Not sure,"Yes, I experienced",4,I think mental health coverage is usually provided by physical healthcare insurance providers who make it challenging to seek out and receive treatment.,False,40,Male,United States of America,Missouri,White,United States of America,Missouri
False,6-25,False,True,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,False,7.0,7.0,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,True,7.0,7.0,Yes,Yes,True,Yes,Sometimes,Often,No,9,Maybe,They will find ways to not hire you,No,They will not hire you,False,4,No,Maybe/Not sure,2,collective bargaining,True,30,male,United States of America,Nebraska,White,United States of America,Nebraska
False,26-100,False,True,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,False,Maybe,False,False,0.0,0.0,True,True,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,"No, none of my previous supervisors",True,"No, at none of my previous employers",False,False,5.0,5.0,Yes,Don't Know,True,No,Not applicable to me,Often,No,5,No,"It makes a bad impression, consciously or not.",No,Same as phys: unconscious bias (if not conscious bias),False,3,"Yes, I experienced",No,1,Explicitly state the steps to seek help. Therapist? General practitioner? Psychiatrist? ERP? There is no clarity about where to start,False,38,Male,United States of America,Nebraska,White,United States of America,Nebraska
False,More than 1000,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,False,False,5.0,5.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,5.0,5.0,No,No,True,No,Not applicable to me,Not applicable to me,No,7,Yes,"
",Maybe,"
",False,5,No,No,4,"
",False,28,male,United States of America,Virginia,White,United States of America,Virginia
False,More than 1000,False,False,Not eligible for coverage / NA,No,No,No,I don't know,Somewhat difficult,Physical health,No,False,No,False,False,2.0,1.0,True,False,Some did,N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,3.0,4.0,Don't Know,No,False,No,Rarely,Not applicable to me,Maybe,4,Maybe,"
",No,"
",False,5,Maybe/Not sure,Maybe/Not sure,2,"
",True,28,Female,Pakistan,California,White,Pakistan,California
False,More than 1000,True,False,Yes,No,No,Yes,I don't know,I don't know,Physical health,No,True,No,True,True,6.0,3.0,True,True,I don't know,N/A (was not aware),Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",True,At some of my previous employers,True,False,4.0,2.0,Yes,Possibly,True,Yes,Rarely,Often,Yes,7,Yes,I know my rights if they don't hire me.,Maybe,I'm not sure.,False,3,"Yes, I experienced",No,1,Talk about it more.,True,30,Male,United States of America,Washington,White,United States of America,Washington
False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,True,Yes,True,True,7.0,5.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Yes,Yes,True,Yes,Rarely,Often,No,10,No,I wouldn't want them to even think of it in their decision making,Maybe,"I make data visualizations with my mental health data, so it would likely come up in that context. ",True,6,No,"Yes, I observed",3,"I don't think people are always taken seriously when they talk about mental health issues unless they are actively in crisis (suicidal, self-harm, etc)",True,23,Nonbinary,United States of America,Minnesota,White,United States of America,Minnesota
False,More than 1000,True,True,I don't know,No,No,No,I don't know,I don't know,Same level of comfort for each,Yes,True,Yes,True,False,10.0,3.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Don't Know,Don't Know,False,I don't know,Sometimes,Rarely,No,10,Yes,Its the norm.,No,Fear I wouldn't get hired.,False,5,Maybe/Not sure,No,5,"
",False,30,male,United States of America,Georgia,White,United States of America,Georgia
False,More than 1000,False,False,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Maybe,True,False,5.0,9.0,True,False,Some did,I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,8.0,6.0,Yes,Yes,True,Yes,Sometimes,Often,No,9,No,I would fear discrimination in hiring,No,I would fear discrimination in hiring,False,8,Maybe/Not sure,"Yes, I experienced",4,"
",False,33,female,United States of America,Oregon,White,United States of America,Oregon
False,500-1000,False,True,Yes,Yes,No,No,Yes,Somewhat difficult,Same level of comfort for each,No,False,Yes,True,True,10.0,4.0,True,False,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",True,True,10.0,2.0,No,No,True,Yes,Not applicable to me,Not applicable to me,No,10,No,Discrimination avoidance,No,Discrimination Avoidance,False,5,No,No,3,Not see mental illness as the source of bad things or antsocial issues.,False,53,Female,United States of America,Washington,White,United States of America,Washington
False,More than 1000,False,True,Yes,Yes,Yes,I don't know,Yes,Neither easy nor difficult,Physical health,Maybe,True,Maybe,True,True,5.0,2.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",True,True,0.0,0.0,Yes,Yes,True,I don't know,Sometimes,Often,Yes,5,No,"They don't need to know, but I'd consider speaking about it if there are responsibilities i may not be able to accomplish.",No,I feel I would be judged and rejected even if I was the best candidate otherwise.,True,3,"Yes, I observed","Yes, I experienced",2,They really need to make mental health awareness a required training for managers and up.,False,38,Male,United States of America,Washington,White,United States of America,Washington
False,26-100,True,True,No,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,False,0.0,0.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,True,False,0.0,0.0,Possibly,Yes,False,No,Not applicable to me,Often,No,10,No,I probably won't get the job. No one want to hire someone sick.,No,Same as above,False,2,Maybe/Not sure,No,1,"
",True,34,male,Poland,California,White,Poland,California
False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Physical health,Yes,False,No,False,False,8.0,7.0,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"Yes, all of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,5.0,No,No,False,I don't know,Not applicable to me,Not applicable to me,No,5,Yes,"Generally, it's a fairness consideration. If I may need to be gone excessively or otherwise handle issues related to a physical problem, that should be a fair notice.",Yes,"Again, if it may become an issue that affects how I work, or my general ability to work at all, then it should be fairly noted for consideration",False,6,No,No,4,Unsure,True,40,Male,United States of America,Kansas,White,United States of America,Kansas
False,More than 1000,True,True,Yes,No,No,I don't know,I don't know,I don't know,Physical health,Yes,False,Maybe,False,True,7.0,5.0,True,False,"Yes, they all did",I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,7.0,5.0,No,No,False,Yes,Not applicable to me,Not applicable to me,No,8,Yes,Need to arrange accommodation up front.,Yes,Need to arrange accommodation up front.,False,5,No,No,4,Discuss mental health preservation in project planning and team management.,True,42,Male,United States of America,Florida,Asian,United States of America,Florida
False,6-25,True,True,Yes,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,True,Yes,True,True,5.0,5.0,True,False,I don't know,N/A (was not aware),None did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,True,False,5.0,5.0,Yes,Yes,True,I don't know,Rarely,Often,No,10,Yes,"I don’t like surprises in a working environment. If I have a need, I want to address it. ",Maybe,"I don’t want to be judged before I start working based on a mental condition. Once I have established myself and have a reputation based on my work and my demeanor, then I can be more comfortable that revealing a mental disorder wouldn’t affect others’ views of me quite so much. ",True,5,No,Maybe/Not sure,3,I’m not sure. Destigmatize it. Accept it as part of the human condition. Don’t treat it differently than some physical ailment. ,False,42,Male,United States of America,Illinois,White,United States of America,Illinois
False,26-100,False,True,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,Maybe,False,Maybe,True,False,8.0,5.0,True,False,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,False,5.0,0.0,Yes,Yes,True,I don't know,Sometimes,Often,No,6,No,I wouldn’t see why it wouldn’t be relevant in an interview.,No,Same reason.,False,4,No,No,3,"Be more organised, less crunch, offer more skill support, let me do my job, and don’t interfere.",False,38,Male,Canada,California,White,Canada,California
False,More than 1000,False,True,Yes,Yes,No,Yes,Yes,Somewhat easy,Physical health,Maybe,True,Maybe,True,True,6.0,6.0,True,False,Some did,"Yes, I was aware of all of them",None did,None did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,0.0,0.0,Yes,Yes,True,Yes,Rarely,Sometimes,No,10,No,I don't want it to influence them (even unconscious bias). I don't want them to not hire me because of it.,No,I don't want it to influence them (even unconscious bias). I don't want them to not hire me because of it.,True,7,Maybe/Not sure,"Yes, I experienced",2,"Hours and deadlines seem ridiculous. Work culture of always going 120% isn't helpful. Too competitive. Need more realistic deadlines, proper funding for automation/technology tools that reduce grunt work, better staffed teams, dedicated break-rooms, and at least 10% of the workweek should be mandatory for relevant personal projects or professional development, better mentoring, and mental health support teams.",False,33,agender,United States of America,Washington,White,United States of America,Washington
